Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BA,Hold,7,158.28,215.61,36.22,7.9,-6.4,37.42
EL,Hold,7,77.92,108.49,39.24,-7.21,-8.71,-12.11
ETSY,Buy,8,59.06,54.5,-7.71,-4.15,-17.63,8.16
ALB,Buy on dips,7,100.13,149.5,49.31,-11.76,-25.26,-38.7
INTC,Hold,7,21.96,37.47,70.65,-9.52,-9.24,-6.74
GXO,Buy,10,50.85,53.13,4.48,-12.02,-26.27,-15.89
QXO,Hold,8,17.44,21.85,25.26,-7.68,-23.97,15.42
NVDA,Hold,5,145.09,179.92,24.01,2.96,-26.29,-1.71
BABA,Buy,8,83.52,151.14,80.97,0.69,56.06,43.04
AAP,Hold,7,43.03,40.91,-4.93,8.57,-16.42,19.97
TLT,Buy,9,90.05,87.54,-2.78,-7.25,-2.17,-7.18
XLE,Hold,5,44.63,44.26,-0.82,-4.8,-3.7,-7.92
AXAHY,Avoid,2,32.72,48.25,47.49,3.39,20.83,48.31
BNPQY,Avoid,2,27.87,47.31,69.77,4.52,36.0,60.69
UBS,Hold,6,31.42,46.41,47.72,-1.2,-1.73,4.82
DB,Avoid,2,17.0,38.72,127.81,0.17,32.91,65.54
MPW,Avoid,2,3.86,5.12,32.87,-3.11,44.46,10.99
INTC,Hold,7,21.96,37.47,70.65,-9.52,-9.24,-6.74
BBWI,Avoid,4,36.9,19.73,-46.53,-4.07,-19.65,-28.69
NKE,Hold,5,76.57,58.96,-23.01,-8.13,-2.02,-20.08
CRM,Hold,5,365.07,258.76,-29.12,-10.05,-25.73,-25.79
BA,Hold,7,158.28,215.61,36.22,7.9,-6.4,37.42
EL,Hold,7,77.92,108.49,39.24,-7.21,-8.71,-12.11
ETSY,Buy,8,57.21,54.5,-4.73,-5.65,-18.07,8.08
ALB,Buy on dips,7,98.66,149.5,51.54,-10.65,-27.84,-35.89
INTC,Hold,7,20.8,37.47,80.17,-3.8,-4.9,6.15
GXO,Buy,10,49.84,53.13,6.6,-8.63,-25.78,-11.62
QXO,Hold,8,17.1,21.85,27.75,-7.13,-22.46,17.89
NVDA,Hold,5,145.02,179.92,24.07,-3.39,-25.02,-0.75
BABA,Buy,8,82.75,151.14,82.64,0.39,65.2,44.84
AAP,Hold,7,42.64,40.91,-4.06,5.46,-15.8,23.74
TLT,Buy,9,90.23,87.54,-2.98,-8.48,-3.06,-6.89
XLE,Hold,5,44.8,44.26,-1.2,-4.23,-4.84,-6.64
AXAHY,Avoid,2,33.61,48.25,43.57,1.27,17.37,43.63
BNPQY,Avoid,2,28.65,47.31,65.15,2.33,32.3,52.23
UBS,Hold,6,31.71,46.41,46.37,-0.86,-4.15,1.68
DB,Avoid,2,17.45,38.72,121.96,-2.84,29.22,59.97
MPW,Avoid,2,3.8,5.12,34.8,-3.43,42.31,14.84
INTC,Hold,7,20.8,37.47,80.17,-3.8,-4.9,6.15
BBWI,Avoid,4,35.62,19.73,-44.61,0.19,-18.57,-26.63
NKE,Hold,5,76.78,58.96,-23.21,-8.26,-5.13,-17.77
CRM,Hold,5,358.63,258.76,-27.85,-9.98,-23.25,-25.58
BA,Hold,7,156.67,215.61,37.62,10.11,-1.67,37.7
EL,Hold,7,76.82,108.49,41.24,-5.12,-10.53,-8.96
